DAUID,Median_income_2020,Population_2021,Total_households
35202181,66000,695,330
35202183,90000,534,190
35202184,73500,873,345
35202185,,175,60
35202186,122000,455,155
35202187,116000,500,180
35202188,89000,313,110
35202189,86000,428,150
35202210,,324,60
35202211,107000,298,105
35202212,83000,571,210
35202213,83000,560,210
35202214,87000,421,155
35202215,81000,528,200
35202216,83000,456,170
35202217,82000,405,155
35202218,95000,466,170
35202222,88000,729,310
35202223,95000,604,235
35202224,100000,341,120
35202225,58800,437,205
35202226,88000,427,170
35202227,51600,485,245
35202228,123000,561,200
35202229,95000,439,165
35202230,94000,340,130
35202231,67500,398,165
35202232,70500,519,215
35202233,104000,464,170
35202234,88000,628,230
35202235,72000,485,200
35202236,58000,442,200
35202237,72000,887,420
35202238,89000,437,160
35202239,72000,514,200
35202240,95000,525,200
35202241,28000,875,525
35202242,37600,446,220
35202243,84000,572,210
35202244,93000,523,185
35202245,74500,676,260
35202246,84000,397,155
35202247,79500,464,175
35202248,86000,443,170
35202249,81000,340,140
35202251,70500,482,195
35202252,77500,338,160
35202254,318000,435,145
35202255,129000,453,175
35202256,196000,480,150
35202257,53600,564,270
35202258,111000,530,220
35202261,154000,494,180
35202262,63200,725,310
35202263,69000,625,360
35202264,77500,686,350
35202265,63600,840,390
35202266,39600,613,290
35202267,85000,677,300
35202268,100000,617,270
35202269,336000,897,270
35202270,85000,571,225
35202271,198000,426,125
35202272,202000,565,165
35202273,91000,686,270
35202274,73000,763,365
35202275,25600,586,335
35202276,222000,646,165
35202277,82000,556,185
35202278,92000,704,220
35202279,54800,1310,655
35202280,,189,85
35202281,81000,631,215
35202282,81000,473,180
35202283,119000,543,185
35202284,82000,561,240
35202285,47200,1400,565
35202286,90000,269,100
35202287,89000,409,155
35202288,103000,314,115
35202289,89000,294,110
35202290,70500,1366,480
35202293,93000,433,155
35202294,111000,393,140
35202295,88000,555,220
35202296,76500,435,190
35202297,100000,497,195
35202298,105000,399,150
35202299,90000,498,195
35202300,87000,533,195
35202301,92000,631,225
35202302,151000,556,180
35202303,95000,474,155
35202304,232000,570,180
35202305,114000,658,265
35202306,170000,496,180
35202307,90000,399,195
35202309,276000,627,200
35202310,143000,437,160
35202311,70000,500,205
35202316,82000,918,350
35202321,104000,509,145
35202322,101000,554,160
35202323,160000,369,105
35202324,214000,376,120
35202325,400000,641,195
35202326,228000,473,160
35202327,298000,560,190
35202328,214000,548,190
35202336,200000,512,175
35202337,143000,425,175
35202338,122000,397,170
35202339,63200,457,260
35202340,152000,424,205
35202341,324000,515,165
35202342,101000,961,515
35202343,198000,525,175
35202344,188000,604,210
35202345,92000,779,370
35202346,77000,913,480
35202347,71000,410,240
35202348,286000,465,150
35202349,432000,455,140
35202350,134000,685,290
35202351,428000,460,135
35202352,336000,488,150
35202353,248000,515,160
35202354,218000,390,135
35202355,182000,842,315
35202356,218000,517,170
35202357,298000,553,190
35202358,250000,461,155
35202359,113000,559,230
35202360,159000,539,190
35202361,206000,452,155
35202362,64000,294,170
35202363,174000,1074,520
35202364,376000,399,120
35202365,258000,372,120
35202366,224000,486,145
35202367,198000,740,250
35202368,218000,539,175
35202369,238000,574,190
35202370,216000,530,180
35202371,218000,699,235
35202372,186000,478,180
35202373,66000,662,390
35202374,108000,605,250
35202375,138000,485,185
35202376,228000,745,250
35202377,156000,554,200
35202378,111000,788,375
35202379,100000,398,150
35202380,194000,410,135
35202381,210000,412,115
35202382,236000,667,240
35202383,254000,568,190
35202384,332000,558,170
35202385,232000,625,200
35202386,133000,1144,370
35202387,284000,542,170
35202388,210000,1034,380
35202389,218000,711,240
35202390,216000,499,170
35202391,210000,634,220
35202392,194000,858,315
35202393,166000,572,215
35202394,218000,410,145
35202395,80000,555,255
35202396,304000,426,135
35202398,114000,1165,445
35202399,282000,423,125
35202400,292000,535,150
35202401,140000,575,180
35202402,121000,525,175
35202403,73000,1340,550
35202404,86000,608,215
35202405,79000,550,250
35202406,60800,897,455
35202407,71000,261,105
35202408,114000,639,220
35202409,85000,650,255
35202413,190000,382,135
35202414,,266,75
35202415,119000,433,155
35202416,112000,443,145
35202417,117000,387,145
35202418,127000,415,150
35202419,116000,392,145
35202431,70000,2658,1320
35202436,93000,516,175
35202439,82000,530,180
35202440,89000,580,205
35202441,99000,619,205
35202442,101000,523,140
35202443,98000,1060,465
35202446,129000,312,115
35202447,156000,446,80
35202448,124000,281,95
35202449,135000,406,135
35202450,118000,276,110
35202451,111000,581,200
35202452,133000,297,100
35202453,105000,614,220
35202454,86000,683,245
35202455,127000,459,145
35202456,113000,355,125
35202457,123000,277,100
35202458,120000,329,120
35202459,109000,432,150
35202460,107000,388,130
35202461,93000,310,120
35202462,58800,1054,395
35202466,109000,626,205
35202467,99000,545,180
35202468,117000,822,265
35202469,99000,744,245
35202472,22600,744,490
35202475,101000,565,185
35202476,97000,598,210
35202477,102000,565,180
35202478,108000,688,225
35202479,109000,486,175
35202480,94000,466,165
35202481,108000,449,155
35202482,120000,466,170
35202483,126000,1254,375
35202484,87000,265,90
35202485,99000,269,95
35202486,120000,420,135
35202487,158000,276,95
35202491,170000,488,165
35202492,113000,350,115
35202493,138000,356,115
35202494,125000,428,145
35202495,108000,401,125
35202496,110000,626,205
35202497,99000,440,150
35202498,80000,548,205
35202499,81000,659,210
35202500,96000,472,165
35202501,71500,970,415
35202502,107000,412,145
35202503,74500,501,215
35202504,107000,604,195
35202507,117000,371,130
35202508,98000,463,160
35202509,122000,457,145
35202510,70500,935,385
35202511,92000,722,245
35202512,78000,481,175
35202513,94000,455,165
35202514,84000,440,155
35202515,86000,554,190
35202516,96000,449,165
35202517,94000,525,180
35202522,94000,485,155
35202523,96000,498,165
35202534,99000,965,345
35202535,124000,458,150
35202547,81000,881,320
35202548,90000,504,180
35202549,91000,447,160
35202550,83000,542,195
35202551,43200,507,255
35202553,71000,947,355
35202554,74500,1260,405
35202555,81000,717,235
35202560,94000,396,115
35202564,131000,617,205
35202565,115000,703,230
35202566,113000,875,290
35202567,114000,823,275
35202568,113000,941,340
35202569,105000,744,270
35202570,158000,591,205
35202571,84000,651,280
35202572,123000,610,215
35202573,137000,633,210
35202574,103000,462,170
35202575,122000,544,200
35202576,107000,622,205
35202577,147000,502,165
35202583,108000,667,250
35202584,113000,386,135
35202586,85000,487,185
35202587,87000,579,200
35202588,116000,329,110
35202589,38800,991,430
35202590,104000,416,145
35202591,91000,938,305
35202592,143000,408,155
35202593,99000,434,155
35202594,120000,328,125
35202597,147000,492,165
35202598,158000,365,125
35202599,138000,602,220
35202600,174000,491,165
35202605,48400,609,315
35202606,168000,633,220
35202608,222000,787,305
35202611,242000,410,140
35202612,196000,615,205
35202613,192000,590,205
35202614,194000,486,145
35202615,174000,414,145
35202616,224000,521,175
35202617,166000,525,175
35202618,76500,653,305
35202619,124000,647,225
35202620,96000,1733,915
35202621,162000,479,155
35202622,164000,424,145
35202623,,238,75
35202627,125000,397,150
35202628,87000,1656,750
35202629,288000,404,130
35202630,206000,556,175
35202636,220000,452,160
35202637,226000,542,175
35202638,172000,536,190
35202639,178000,459,160
35202640,83000,834,370
35202641,166000,716,200
35202642,236000,462,150
35202643,270000,491,170
35202644,212000,495,180
35202645,143000,432,175
35202646,190000,570,220
35202647,134000,647,265
35202648,90000,530,260
35202649,109000,692,285
35202650,97000,774,355
35202653,158000,343,140
35202654,58000,1333,865
35202655,77500,1632,950
35202656,62800,984,545
35202657,56400,642,355
35202666,86000,2549,1465
35202669,78000,2864,1565
35202670,51600,734,445
35202671,81000,2799,1635
35202672,78500,1333,720
35202673,95000,1397,810
35202674,80000,1902,1040
35202675,151000,572,225
35202676,172000,663,240
35202677,190000,526,190
35202678,208000,431,145
35202679,196000,604,200
35202680,141000,445,180
35202681,168000,458,165
35202682,127000,724,315
35202683,99000,482,235
35202684,111000,570,255
35202685,270000,492,165
35202686,240000,472,160
35202687,100000,530,240
35202688,123000,730,320
35202689,157000,556,210
35202690,152000,492,185
35202691,134000,636,255
35202694,122000,877,335
35202695,312000,461,135
35202699,170000,300,110
35202700,94000,600,245
35202701,143000,615,185
35202702,83000,2658,1430
35202703,73500,411,155
35202704,144000,469,165
35202705,76000,1418,930
35202706,69500,530,250
35202707,82000,704,290
35202712,72000,816,345
35202722,111000,1407,365
35202727,46800,636,260
35202733,53200,1768,745
35202735,68000,1497,455
35202736,72000,897,275
35202739,143000,729,270
35202741,74000,488,205
35202742,129000,365,135
35202743,88000,934,350
35202744,68500,518,220
35202745,142000,540,185
35202746,74000,473,190
35202747,117000,663,230
35202748,60000,913,335
35202749,160000,315,105
35202750,106000,772,260
35202751,164000,383,130
35202752,144000,430,155
35202753,174000,440,155
35202756,138000,485,180
35202757,166000,416,140
35202758,130000,478,175
35202760,134000,728,245
35202761,178000,424,140
35202762,182000,906,305
35202763,218000,404,120
35202764,228000,415,135
35202765,154000,567,185
35202767,194000,480,145
35202768,93000,893,390
35202769,84000,551,255
35202770,81000,574,280
35202771,168000,559,210
35202772,250000,594,210
35202773,222000,599,215
35202774,196000,486,180
35202775,372000,472,155
35202776,360000,562,190
35202777,476000,549,170
35202778,140000,596,265
35202779,226000,412,155
35202787,264000,576,240
35202788,159000,1035,505
35202789,120000,635,295
35202790,99000,1513,965
35202791,67000,564,355
35202792,112000,390,205
35202797,196000,580,225
35202798,138000,636,285
35202799,110000,670,380
35202800,86000,426,265
35202801,114000,699,400
35202802,160000,484,200
35202803,92000,789,425
35202804,100000,908,495
35202805,92000,615,305
35202806,162000,877,365
35202807,102000,1118,655
35202808,95000,523,245
35202809,168000,294,130
35202810,126000,365,150
35202811,144000,842,390
35202812,137000,540,260
35202813,184000,369,175
35202814,111000,374,170
35202817,87000,1789,1180
35202818,113000,1770,1070
35202819,71500,1080,665
35202820,66500,2596,1655
35202821,75000,792,505
35202823,123000,825,455
35202840,,283,125
35202842,76500,361,165
35202843,57200,426,190
35202845,115000,374,190
35202846,130000,289,135
35202847,23000,1025,620
35202848,37600,624,425
35202849,31200,629,320
35202850,45600,2031,1150
35202878,96000,481,280
35202879,210000,1239,630
35202880,82000,918,435
35202881,128000,443,195
35202882,109000,563,265
35202883,97000,330,150
35202884,368000,487,155
35202886,372000,426,135
35202887,119000,483,195
35202888,258000,478,165
35202889,104000,397,160
35202890,77500,603,275
35202891,107000,562,230
35202892,94000,318,135
35202893,69500,620,345
35202894,67000,717,390
35202895,148000,515,195
35202896,314000,432,140
35202897,440000,462,140
35202898,608000,382,125
35202899,212000,505,185
35202900,92000,697,325
35202901,135000,498,210
35202902,87000,489,230
35202903,86000,693,340
35202904,137000,477,205
35202905,324000,547,170
35202906,128000,861,395
35202907,85000,470,250
35202910,152000,396,160
35202911,148000,558,225
35202912,120000,628,310
35202918,166000,679,265
35202919,166000,540,200
35202920,170000,598,230
35202928,108000,895,455
35202930,125000,583,235
35202931,77500,611,345
35202932,178000,513,195
35202933,456000,430,135
35202935,119000,614,225
35202936,164000,559,205
35202937,230000,643,220
35202938,200000,519,180
35202939,150000,630,245
35202940,111000,469,170
35202941,252000,483,165
35202942,180000,576,195
35202943,92000,748,320
35202944,101000,741,350
35202945,226000,476,160
35202946,174000,584,220
35202947,164000,862,360
35202948,180000,375,135
35202949,115000,702,340
35202950,88000,578,265
35202951,116000,418,175
35202952,200000,494,175
35202953,151000,493,155
35202954,130000,495,180
35202955,78000,594,215
35202965,61200,812,300
35202966,122000,328,120
35202967,116000,452,150
35202968,135000,705,245
35202969,124000,514,170
35202970,66000,426,160
35202971,105000,605,230
35202972,117000,496,190
35202973,144000,440,155
35202974,141000,361,130
35202975,114000,335,130
35202976,117000,352,140
35202977,36800,262,155
35202982,114000,335,115
35202983,88000,545,225
35202985,115000,556,140
35202986,106000,518,185
35202987,180000,494,170
35202988,130000,460,165
35202989,138000,433,165
35202990,68500,933,455
35202991,71500,802,460
35202992,252000,560,200
35202993,244000,817,285
35202994,190000,305,105
35202995,208000,348,115
35202996,125000,602,220
35202997,135000,635,240
35202998,123000,527,200
35202999,135000,493,185
35203000,139000,680,240
35203001,125000,546,210
35203002,84000,846,360
35203003,176000,537,180
35203004,216000,597,210
35203005,214000,579,200
35203006,200000,465,160
35203007,216000,610,210
35203008,160000,522,180
35203009,182000,430,155
35203015,83000,274,90
35203016,78500,685,240
35203018,,233,80
35203026,79000,626,215
35203027,104000,766,225
35203028,98000,464,140
35203029,97000,253,70
35203030,100000,366,120
35203031,102000,1038,305
35203032,93000,376,110
35203033,87000,375,115
35203034,,121,35
35203035,99000,665,190
35203036,89000,454,135
35203037,95000,478,145
35203038,94000,1059,295
35203039,107000,461,125
35203040,110000,342,95
35203041,112000,808,220
35203042,97000,603,190
35203043,106000,420,125
35203044,100000,346,95
